,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
35,やわら荘,賃貸アパート,東京都葛飾区堀切５,京成本線/お花茶屋駅 歩11分,京成本線/堀切菖蒲園駅 歩9分,東京メトロ千代田線/綾瀬駅 歩29分,築49年,2階建,2階,3.5万円,1000円,3.5万円/3.5万円/-/-,1K,16m
36,三和荘,賃貸アパート,東京都葛飾区宝町１,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩18分,京成押上線/四ツ木駅 歩17分,築45年,2階建,1階,3.7万円,-,3.7万円/-/-/-,2K,23.49m
37,三和荘,賃貸アパート,東京都葛飾区宝町１,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩18分,京成押上線/四ツ木駅 歩17分,築45年,2階建,2階,3.7万円,-,3.7万円/-/-/-,2K,23.49m
38,渡辺アパ－ト,賃貸アパート,東京都葛飾区高砂３,京成本線/京成高砂駅 歩4分,北総線/新柴又駅 歩14分,京成金町線/柴又駅 歩15分,築45年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,1K,15m
39,パレス・リバーサイド,賃貸アパート,東京都葛飾区新宿２,ＪＲ常磐線/金町駅 歩20分,ＪＲ常磐線/亀有駅 歩18分,京成本線/京成高砂駅 歩20分,築29年,2階建,1階,3.6万円,1000円,-/3.6万円/-/-,ワンルーム,14m
40,第一広和荘,賃貸アパート,東京都葛飾区青戸５,京成本線/青砥駅 歩8分,京成本線/京成高砂駅 歩20分,京成本線/お花茶屋駅 歩20分,築51年,2階建,1階,3.7万円,1000円,3.7万円/-/-/-,1K,17.01m
41,第一広和荘,賃貸アパート,東京都葛飾区青戸５,京成本線/青砥駅 歩8分,京成本線/京成高砂駅 歩20分,京成本線/お花茶屋駅 歩20分,築51年,2階建,1階,6.4万円,1000円,6.4万円/-/-/-,1K,21.98m
42,小山荘,賃貸アパート,東京都葛飾区新小岩４,ＪＲ総武線/新小岩駅 歩13分,ＪＲ総武線/平井駅 歩27分,京成押上線/四ツ木駅 歩30分,築45年,2階建,1階,3.8万円,-,3.8万円/3.8万円/-/-,1SK,26.44m
43,ＪＲ常磐線 金町駅 2階建 築26年,賃貸アパート,東京都葛飾区東水元５,ＪＲ常磐線/金町駅 バス10分 (バス停)水元そよかぜ園 歩3分,つくばエクスプレス/八潮駅 バス12分 (バス停)水元そよかぜ園 歩3分,ＪＲ常磐線/金町駅 歩35分,築26年,2階建,1階,3.8万円,-,-/-/-/-,1K,20m
44,第二西亀荘,賃貸アパート,東京都葛飾区西亀有３,ＪＲ常磐線/亀有駅 歩12分,東京メトロ千代田線/綾瀬駅 歩18分,ＪＲ常磐線/綾瀬駅 歩12分,築39年,2階建,1階,3.8万円,-,-/-/3.8万円/-,1K,16.2m
45,ＪＲ常磐線 金町駅 5階建 築31年,賃貸マンション,東京都葛飾区金町３,ＪＲ常磐線/金町駅 歩7分,京成金町線/京成金町駅 歩8分,京成金町線/柴又駅 歩13分,築31年,5階建,1階,3.8万円,-,3.8万円/-/-/-,ワンルーム,15.4m
46,サンポップ東金町,賃貸アパート,東京都葛飾区東金町７,ＪＲ常磐線/金町駅 歩15分,京成金町線/京成金町駅 歩17分,ＪＲ常磐線/松戸駅 歩39分,築28年,2階建,1階,3.8万円,-,-/-/-/-,1K,14.17m
47,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,1階,2.3万円,15000円,-/-/-/-,ワンルーム,7.3m
48,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,1階,2.3万円,15000円,-/-/-/-,ワンルーム,7.3m
49,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,1階,2.3万円,15000円,-/-/-/-,ワンルーム,7.3m
50,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,1階,2.3万円,15000円,-/-/-/-,ワンルーム,7.3m
51,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,2階,2.4万円,15000円,-/-/-/-,ワンルーム,7.3m
52,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,2階,2.5万円,15000円,-/-/-/-,ワンルーム,7.3m
53,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,2階,2.5万円,15000円,-/-/-/-,ワンルーム,7.3m
54,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,2階,2.5万円,15000円,-/-/-/-,ワンルーム,7.3m
55,京成高砂V,賃貸アパート,東京都葛飾区細田１,京成本線/京成小岩駅 歩18分,成田スカイアクセス/京成高砂駅 歩19分,ＪＲ総武線/小岩駅 歩20分,築11年,2階建,2階,2.5万円,15000円,-/-/-/-,ワンルーム,7.3m
56,正華アパート,賃貸アパート,東京都葛飾区宝町１,京成本線/お花茶屋駅 歩6分,京成押上線/京成立石駅 歩17分,京成押上線/四ツ木駅 歩21分,築51年,2階建,2階,3.9万円,-,3.9万円/3.9万円/-/-,1K,27.27m
57,桜荘,賃貸アパート,東京都葛飾区新小岩４,ＪＲ総武線/新小岩駅 歩9分,ＪＲ総武線快速/新小岩駅 歩9分,ＪＲ総武線/小岩駅 歩37分,築41年,2階建,2階,3.8万円,1000円,3.8万円/3.8万円/-/-,2K,21.94m
58,ＪＲ常磐線 亀有駅 4階建 築28年,賃貸マンション,東京都葛飾区西亀有４,ＪＲ常磐線/亀有駅 歩7分,東京メトロ千代田線/綾瀬駅 歩20分,ＪＲ常磐線/綾瀬駅 歩20分,築28年,4階建,2階,3.6万円,3000円,-/-/-/-,ワンルーム,15.6m
59,キャピタル鎌倉,賃貸アパート,東京都葛飾区鎌倉３,ＪＲ総武線/小岩駅 歩18分,北総線/新柴又駅 歩9分,京成本線/京成小岩駅 歩10分,築31年,2階建,1階,3.6万円,3000円,3.6万円/-/-/-,ワンルーム,14m
60,キャピタル鎌倉,賃貸アパート,東京都葛飾区鎌倉３,ＪＲ総武線/小岩駅 歩18分,北総線/新柴又駅 歩9分,京成本線/京成小岩駅 歩10分,築31年,2階建,1階,3.7万円,3000円,3.7万円/-/-/-,ワンルーム,14m
61,キャピタル鎌倉,賃貸アパート,東京都葛飾区鎌倉３,ＪＲ総武線/小岩駅 歩18分,北総線/新柴又駅 歩9分,京成本線/京成小岩駅 歩10分,築31年,2階建,1階,3.7万円,3000円,3.7万円/-/-/-,ワンルーム,14m
62,エクレール金町,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩10分,京成金町線/柴又駅 歩30分,築29年,2階建,1階,3.6万円,3000円,-/-/-/-,ワンルーム,11.75m
63,エクレール金町,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩10分,京成金町線/柴又駅 歩30分,築29年,2階建,2階,3.8万円,3000円,-/-/-/-,ワンルーム,11.75m
64,エクレール金町,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩10分,京成金町線/柴又駅 歩30分,築29年,2階建,2階,4.1万円,3000円,-/-/-/-,ワンルーム,11.75m
65,ＪＲ常磐線 金町駅 2階建 築29年,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩12分,京成金町線/柴又駅 歩28分,築29年,2階建,1階,3.6万円,3000円,-/-/-/-,ワンルーム,11.75m
66,ＪＲ常磐線 金町駅 2階建 築29年,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩12分,京成金町線/柴又駅 歩28分,築29年,2階建,1階,3.6万円,3000円,-/-/-/-,1K,11.75m
67,ＪＲ常磐線 金町駅 2階建 築29年,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩12分,京成金町線/柴又駅 歩28分,築29年,2階建,2階,3.8万円,3000円,-/-/-/-,ワンルーム,11.75m
68,ＪＲ常磐線 金町駅 2階建 築29年,賃貸アパート,東京都葛飾区東金町４,ＪＲ常磐線/金町駅 歩9分,京成金町線/京成金町駅 歩12分,京成金町線/柴又駅 歩28分,築29年,2階建,2階,4.1万円,3000円,-/-/-/-,1K,11.75m
69,メゾン金町II,賃貸マンション,東京都葛飾区東金町３,ＪＲ常磐線/金町駅 歩5分,京成金町線/京成金町駅 歩5分,京成金町線/柴又駅 歩27分,築29年,3階建,3階,3.9万円,-,7.8万円/-/-/-,ワンルーム,11.4m
70,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,1階,2.4万円,15000円,-/-/-/-,ワンルーム,7.2m
71,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,1階,2.4万円,15000円,-/-/-/-,ワンルーム,7.2m
72,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,1階,2.4万円,15000円,-/-/-/-,ワンルーム,7m
73,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,1階,2.4万円,15000円,-/-/-/-,ワンルーム,7m
74,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,2階,2.6万円,15000円,-/-/-/-,ワンルーム,7.2m
75,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,2階,2.6万円,15000円,-/-/-/-,ワンルーム,7.2m
76,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,2階,2.6万円,15000円,-/-/-/-,ワンルーム,7.2m
77,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,2階,2.6万円,15000円,-/-/-/-,ワンルーム,7m
78,新柴又III,賃貸アパート,東京都葛飾区鎌倉４,北総線/新柴又駅 歩7分,京成本線/京成小岩駅 歩10分,京成金町線/柴又駅 歩17分,築2年,2階建,2階,2.6万円,15000円,-/-/-/-,ワンルーム,7m
79,ヤナイ荘,賃貸アパート,東京都葛飾区小菅２,京成本線/堀切菖蒲園駅 歩5分,ＪＲ常磐線/綾瀬駅 歩21分,東武伊勢崎線/堀切駅 歩20分,築43年,2階建,1階,3.9万円,700円,3.9万円/3.9万円/-/-,2K,22.68m
80,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
81,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
82,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
83,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,1階,4.59万円,1000円,-/-/-/-,1DK,25m
84,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,1階,4.59万円,1000円,-/-/-/-,ワンルーム,25m
85,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩14分,ＪＲ常磐線/綾瀬駅 歩25分,築39年,2階建,1階,5.68万円,-,-/2.84万円/-/-,ワンルーム,25m
86,well-bお花,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩13分,ＪＲ常磐線/綾瀬駅 歩24分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
87,well-bお花,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩13分,ＪＲ常磐線/綾瀬駅 歩24分,築39年,2階建,2階,3.99万円,1000円,-/-/-/-,ワンルーム,12m
88,well-bお花,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,ＪＲ常磐線/綾瀬駅 歩24分,ＪＲ常磐線/亀有駅 バス10分 (バス停)東堀切二丁目 歩5分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
89,well-bお花,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,ＪＲ常磐線/綾瀬駅 歩24分,ＪＲ常磐線/亀有駅 バス10分 (バス停)東堀切二丁目 歩5分,築39年,2階建,2階,3.99万円,1000円,-/-/-/-,ワンルーム,12m
90,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,ＪＲ常磐線/綾瀬駅 歩24分,ＪＲ常磐線/亀有駅 バス10分 (バス停)東堀切二丁目 歩5分,築39年,2階建,2階,3.89万円,1000円,-/-/-/-,ワンルーム,12m
91,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,ＪＲ常磐線/綾瀬駅 歩24分,ＪＲ常磐線/亀有駅 バス10分 (バス停)東堀切二丁目 歩5分,築39年,2階建,2階,3.99万円,1000円,-/2万円/-/-,ワンルーム,12m
92,京成本線 お花茶屋駅 2階建 築39年,賃貸アパート,東京都葛飾区東堀切２,京成本線/お花茶屋駅 歩10分,京成本線/堀切菖蒲園駅 歩13分,ＪＲ常磐線/綾瀬駅 歩24分,築39年,2階建,2階,3.99万円,-,-/-/-/-,ワンルーム,12m
93,レオパレス亀有第４,賃貸アパート,東京都葛飾区西水元２,ＪＲ常磐線/金町駅 バス18分 (バス停)西水元２丁目 歩6分,None,None,築30年,2階建,1階,3.6万円,4000円,-/3.6万円/-/-,1K,15.9m
94,レオパレス亀有第４,賃貸アパート,東京都葛飾区西水元２,ＪＲ常磐線/金町駅 バス18分 (バス停)西水元２丁目 歩6分,None,None,築30年,2階建,2階,3.8万円,4000円,-/3.8万円/-/-,1K,15.9m
95,レオパレス亀有第４,賃貸アパート,東京都葛飾区西水元２,ＪＲ常磐線/金町駅 バス18分 (バス停)西水元２丁目 歩6分,None,None,築30年,2階建,1階,4.4万円,4000円,4.4万円/4.4万円/-/-,1DK,31.8m
96,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,1階,3.7万円,3000円,-/-/-/-,1K,20m
97,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,2階,3.7万円,3000円,-/-/-/-,1K,20m
98,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,1階,4.2万円,-,-/-/-/-,1K,19.44m
99,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,2階,4.2万円,-,-/-/-/-,1K,19.44m
100,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,2階,4.2万円,-,4.2万円/-/-/-,1K,19.44m
101,シャンテ三紀,賃貸アパート,東京都葛飾区柴又２,京成金町線/京成高砂駅 歩10分,京成金町線/柴又駅 歩11分,None,築32年,2階建,2階,4.3万円,-,4.3万円/4.3万円/-/-,1K,25m
102,コーポ江守,賃貸アパート,東京都葛飾区東堀切１,京成本線/お花茶屋駅 歩6分,京成本線/堀切菖蒲園駅 歩11分,京成押上線/京成立石駅 歩27分,築41年,2階建,2階,3.1万円,9000円,-/-/-/-,1K,24.79m
103,やよい荘,賃貸アパート,東京都葛飾区お花茶屋２,京成本線/お花茶屋駅 歩6分,None,None,築41年,2階建,2階,4万円,-,4万円/-/-/-,2K,24m
104,ＪＲ常磐線 金町駅 2階建 築46年,賃貸アパート,東京都葛飾区南水元２,ＪＲ常磐線/金町駅 歩20分,None,None,築46年,2階建,1階,4万円,-,4万円/4万円/-/-,1K,23.96m
